,starts_today,reference,start,stop,template
426,0,12,19,28,{weekday} soir jusqu’en fin de nuit
427,0,12,19,31,de {weekday} soir à {weekday_p1} début de matinée
428,0,12,19,34,de {weekday} soir à {weekday_p1} matin
429,0,12,19,37,de {weekday} soir à {weekday_p1} mi-journée
430,0,12,19,40,de {weekday} soir à {weekday_p1} après-midi
431,0,12,19,43,de {weekday} soir à {weekday_p1} soir
432,0,12,22,22,en première partie de nuit de {weekday} à {weekday_p1}
433,0,12,22,25,en cours de nuit de {weekday} à {weekday_p1}
434,0,12,22,28,la nuit de {weekday} à {weekday_p1}
435,0,12,22,31,la nuit de {weekday} à {weekday_p1} et {weekday_p1} début de matinée
436,0,12,22,34,la nuit de {weekday} à {weekday_p1} et {weekday_p1} matin
437,0,12,22,37,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} milieu de journée
438,0,12,22,40,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} après-midi
439,0,12,22,43,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} soir
440,0,12,22,46,de la nuit de {weekday} à {weekday_p1} jusqu'en milieu de nuit suivante
weights,100,1,1,1,
