,starts_today,reference,start,stop,template
429,0,12,19,37,desde el {weekday} tarde hasta el {weekday_p1} mediodía
430,0,12,19,40,desde {weekday} por la noche hasta {weekday_p1} por la tarde
431,0,12,19,43,desde la noche del {weekday} hasta la noche {día_semana_p1}
432,0,12,22,22,primera parte de la noche de {weekday} a {weekday_p1}
433,0,12,22,25,durante la noche del {weekday} al {weekday_p1}
434,0,12,22,28,la noche del {weekday} al {weekday_p1}
435,0,12,22,31,la noche del {weekday_p1} al {weekday_p1} y la madrugada del {weekday_p1}
436,0,12,22,34,la noche del {weekday} al {weekday_p1} y la mañana del {weekday_p1}
437,0,12,22,37,desde la noche del {weekday} al {weekday_p1} hasta el {weekday_p1} mediodía
438,0,12,22,40,desde la noche del {weekday_p1} hasta la tarde del {weekday_p1}
439,0,12,22,43,desde la noche del {weekday_p1} hasta la noche del {weekday_p1}
440,0,12,22,46,desde la noche del {weekday} al {weekday_p1} hasta la mitad de la noche siguiente
weights,100,1,1,1,
